Object ID,Organization Name,LIONS ID,Borough Name,Approved On Street,Approved From Street,Approved To Street,Review Status,apprDaysWe,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,Shape_STLe,apprEndDat,School,the Geom
207,Alliance for Kips Bay,20572,Manhattan,EAST 36 STREET,1st AVENUE,2nd AVENUE,approvedFull,"sat,sun",,,,,,,,,,,09:30,16:30,09:30,16:30,2021-04-19T00:00:00,195.302620242,12/06/2021 12:00:00 AM,,"MULTILINESTRING ((991194.4713353068 211096.9062679708, 991362.4729678035 210997.31427556276))"
208,Columbus Avenue Business Improvement District,21088,Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,approvedFull,sun,,,,,,,,,,,,,10:00,21:00,2021-08-29T00:00:00,285.540563925,11/14/2021 12:00:00 AM,no,"MULTILINESTRING ((990121.3904762268 222513.04485297203, 990261.6378991306 222761.7697492242))"
209,Columbus Avenue Business Improvement District,21090,Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,approvedFull,sun,,,,,,,,,,,,,10:00,21:00,2021-08-29T00:00:00,264.097119099,11/14/2021 12:00:00 AM,no,"MULTILINESTRING ((990261.6378991306 222761.7697492242, 990388.8200594783 222993.22597922385))"
210,Columbus Avenue Business Improvement District,21091,Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,approvedFull,sun,,,,,,,,,,,,,10:00,21:00,2021-08-29T00:00:00,264.253424328,11/14/2021 12:00:00 AM,no,"MULTILINESTRING ((990388.8200594783 222993.22597922385, 990517.4215082973 223224.07558314502))"
211,Rodeph Sholom School,21097,Manhattan,WEST 78th STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,approvedFull,"mon,tue,wed,thu,fri",10:00,14:45,10:00,14:45,10:00,14:45,10:00,14:45,10:00,13:45,,,,,2021-09-20T00:00:00,895.805425255,06/17/2022 12:00:00 AM,yes,"MULTILINESTRING ((990897.9798023105 223919.61028130352, 990114.3547291309 224353.6599381417))"
212,Columbus Amsterdam Business Improvement District,21188,Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,approvedFull,sun,,,,,,,,,,,,,11:00,20:30,2021-04-04T00:00:00,284.536962707,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((992454.4320699722 228575.80798989534, 992592.0236583054 228824.86589072645))"
213,Columbus Amsterdam Business Improvement District,21189,Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,approvedFull,sun,,,,,,,,,,,,,11:00,20:30,2021-04-04T00:00:00,260.445952236,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((992592.0236583054 228824.86589072645, 992717.9814116359 229052.82803322375))"
214,Marymount School of New York,21248,Manhattan,EAST 82nd STREET,5th AVENUE,MADISON AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,,,,,2021-07-05T00:00:00,507.441241721,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((994689.7067988813 223073.50797089934, 995133.5973153114 222827.6262448132))"
215,The Spence School,21306,Manhattan,EAST 91st STREET,MADISON AVENUE,5th AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,,,,,2021-08-30T00:00:00,509.622403479,07/01/2022 12:00:00 AM,yes,"MULTILINESTRING ((995851.9249468893 225174.77312530577, 996299.7075158805 224931.45077730715))"
216,The Nightingale Bamford School,21308,Manhattan,EAST 92nd STREET,MADISON AVENUE,5th AVENUE,approvedFull,"mon,tue,wed,thu,fri",09:00,14:30,09:00,14:30,09:00,14:30,09:00,14:30,09:00,14:30,,,,,2021-09-13T00:00:00,507.822270123,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((995981.2891894728 225404.53086788952, 996426.0064758807 225159.35747373104))"
217,UES Mutual Aid Network,21516,Manhattan,EAST END AVENUE,EAST 83rd STREET,EAST 89TH STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-06-01T00:00:00,262.876018047,07/01/2025 12:00:00 AM,,"MULTILINESTRING ((999281.4846888036 221135.48855297267, 999409.1671762168 221365.27319839597))"
218,Columbus Amsterdam Business Improvement District,21580,Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,approvedFull,sun,,,,,,,,,,,,,11:00,20:30,2021-04-04T00:00:00,261.48002102,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((993353.0687241405 230198.53112238646, 993479.8932736367 230427.19536322355))"
219,Columbus Amsterdam Business Improvement District,21581,Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,approvedFull,sun,,,,,,,,,,,,,11:00,20:30,2021-04-04T00:00:00,261.510735267,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((993479.8932736367 230427.19536322355, 993606.0803572237 230656.2470704764))"
220,Columbus Amsterdam Business Improvement District,21582,Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,approvedFull,sun,,,,,,,,,,,,,11:00,20:30,2021-04-04T00:00:00,281.94840432,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((993606.0803572237 230656.2470704764, 993743.072537303 230902.67767997086))"
221,Columbus Amsterdam Business Improvement District,21583,Manhattan,AMSTERDAM AVENUE,WEST 106th STREET,WEST 110th STREET,approvedFull,"sat,sun",,,,,,,,,,,11:00,20:30,11:00,20:30,2021-04-03T00:00:00,262.082479374,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((993880.153299883 231148.32285797596, 994006.2567222267 231378.07305464149))"
222,Frederick Douglass Boulevard Alliance,21676,Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,2021-06-25T00:00:00,262.247216465,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((996088.7069536448 231421.39022523165, 996215.7769094706 231650.79560631514))"
223,Frederick Douglass Boulevard Alliance,21690,Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,2021-06-25T00:00:00,261.742772937,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((996742.308008641 232601.77172273397, 996869.1122169644 232830.7476427257))"
224,Frederick Douglass Boulevard Alliance,21692,Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,2021-06-25T00:00:00,261.788118276,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((996869.1122169644 232830.7476427257, 996996.1099944711 233059.66811664402))"
225,Frederick Douglass Boulevard Alliance,21706,Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,2021-06-25T00:00:00,261.464738599,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((996996.1099944711 233059.66811664402, 997122.5533111393 233288.52592664957))"
226,Williamsburg Northside Schools,17992,Brooklyn,HAVEMEYER STREET,NORTH 6th STREET,NORTH 7th STREET,approvedFull,"mon,tue,wed,thu,fri",10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,,,,,2021-09-13T00:00:00,260.242857349,06/16/2022 12:00:00 AM,yes,"MULTILINESTRING ((997038.922572881 199934.28554864228, 996874.0869445503 199732.90143696964))"
227,PS132,18210,Brooklyn,CONSELYEA STREET,GRAHAM AVENUE,MANHATTAN AVENUE,approvedFull,"mon,tue,wed,thu,fri",09:45,14:00,09:45,14:00,09:45,14:00,09:45,14:00,09:45,14:00,,,,,2021-09-13T00:00:00,470.894545131,08/26/2022 12:00:00 AM,yes,"MULTILINESTRING ((999168.0331440568 199802.4091719836, 999635.2533382177 199861.12001256645))"
228,Concord Hill,18220,Brooklyn,GRAHAM AVENUE,SKILLMAN AVENUE,CONSELYEA STREET,approvedFull,"fri,sat,sun",,,,,,,,,16:00,00:00,11:00,00:00,11:00,00:00,2021-04-02T00:00:00,261.034159589,11/07/2021 12:00:00 AM,,"MULTILINESTRING ((999635.2533382177 199861.12001256645, 999603.1667882204 200120.17461256683))"
229,Khe-Yo,18253,Manhattan,DUANE STREET,HUDSON STREET,WEST BROADWAY,approvedFull,"mon,tue,wed,thu,fri,sat,sun",11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,12:00,23:00,12:00,23:00,2021-04-01T00:00:00,237.649002645,12/31/2022 12:00:00 AM,,"MULTILINESTRING ((981927.0308807194 200351.78110472858, 981722.7202657163 200473.16570447385))"
230,Hudson Square Business Improvement District,18411,Manhattan,KING STREET,GREENWICH STREET,HUDSON STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,2021-03-31T00:00:00,425.08540377,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((982253.2969604731 204528.00372339785, 981831.506137386 204580.825140059))"
231,PS3 John Melser Charrette School,18454,Manhattan,GROVE STREET,HUDSON STREET,BEDFORD STREET,approvedFull,"mon,tue,wed,thu,fri",08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,,,,,2021-09-13T00:00:00,196.947449526,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((982447.7745898813 206122.15112563968, 982643.7522163093 206102.63016730547))"
232,PS3 John Melser Charrette School,18460,Manhattan,GROVE STREET,HUDSON STREET,BEDFORD STREET,approvedFull,"mon,tue,wed,thu,fri",08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,,,,,2021-09-13T00:00:00,95.8965135359,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((982643.7522163093 206102.63016730547, 982735.5955365598 206130.21541397274))"
233,Meatpacking District Management Association,18502,Manhattan,GANSEVOORT STREET,9th AVENUE,WASHINGTON STREET,approvedBoth,"mon,tue,wed,thu,fri,sat,sun",10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,2021-04-02T00:00:00,443.655006481,01/03/2022 12:00:00 AM,,"MULTILINESTRING ((982462.16137214 208664.51218263805, 982018.6281384677 208654.11817455292))"
234,Meatpacking District Management Association,18504,Manhattan,LITTLE WEST 12th STREET,9th AVENUE,WASHINGTON STREET,approvedBoth,"mon,tue,wed,thu,fri,sat,sun",10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,2021-04-02T00:00:00,507.138201705,01/03/2022 12:00:00 AM,,"MULTILINESTRING ((982494.6019240469 208747.23839513958, 982049.2944157273 208989.91179430485))"
235,Hudson Square Business Improvement District,18585,Manhattan,DOMINICK STREET,VARICK STREET,LITTLE 6TH AVENUE,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,2021-03-31T00:00:00,348.629477586,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((982961.7732338011 203383.8954473138, 982615.7073248923 203426.09615030885))"
236,RDK Restaurant Corp dba Bistro Les Amis,18593,Manhattan,SPRING STREET,THOMPSON STREET,WEST BROADWAY,approvedFull,"mon,tue,wed,thu,fri,sat,sun",11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,2021-04-01T00:00:00,224.509322838,03/31/2022 12:00:00 AM,,"MULTILINESTRING ((983713.6647746414 203253.31434364617, 983523.6618738025 203372.91088922322))"
237,Greenwich Village Chelsea Chamber of Commerce,18635,Manhattan,BLEECKER STREET,BANK STREET,6th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,10:00,20:00,10:00,19:00,2021-06-05T00:00:00,238.537643746,06/27/2021 12:00:00 AM,,"MULTILINESTRING ((983064.1089871377 206473.92568455637, 982985.4706929773 206699.12831814587))"
238,Greenwich Village Chelsea Chamber of Commerce,18636,Manhattan,BLEECKER STREET,BANK STREET,6th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,10:00,20:00,10:00,19:00,2021-06-05T00:00:00,192.668251789,06/27/2021 12:00:00 AM,,"MULTILINESTRING ((983147.6682032198 206300.32006064057, 983064.1089871377 206473.92568455637))"
239,Jeffrey's Grocery,18679,Manhattan,WAVERLY PLACE,7th AVENUE SOUTH,CHRISTOPHER STREET,approvedFull,"thu,fri,sat,sun",,,,,,,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,2021-04-08T00:00:00,151.803706453,11/29/2023 12:00:00 AM,,"MULTILINESTRING ((983813.2577513009 207106.486755386, 983780.4002054781 207254.69183956087))"
240,Osteria Morini,18772,Manhattan,LAFAYETTE STREET,SPRING STREET,KENMARE STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-04-12T00:00:00,317.823424221,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((984870.2077371329 202169.18954339623, 985047.1529213041 202433.20115447044))"
241,Village Alliance,18797,Manhattan,MAC DOUGAL STREET,WEST 4th STREET,WEST 8th STREET,approvedLimited,sun,,,,,,,,,,,,,08:30,13:30,2021-04-19T00:00:00,253.043696463,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((984496.6750196368 205830.96404397488, 984359.4607271403 205618.3532487303))"
242,Village Alliance,18819,Manhattan,MAC DOUGAL STREET,WEST 4th STREET,WEST 8th STREET,approvedLimited,sun,,,,,,,,,,,,,08:30,13:30,2021-04-19T00:00:00,171.682319967,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((984634.2075529695 206045.41571481526, 984726.9895196408 206189.86752563715))"
243,Village Alliance,18821,Manhattan,MAC DOUGAL STREET,WEST 4th STREET,WEST 8th STREET,approvedLimited,sun,,,,,,,,,,,,,08:30,13:30,2021-04-19T00:00:00,145.972601916,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((984726.9895196408 206189.86752563715, 984807.5700671375 206311.58348956704))"
244,Village Alliance,18936,Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,approvedLimited,sun,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,2021-04-19T00:00:00,261.094502747,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((985199.6558971405 205075.14534564316, 985340.7189352214 205294.8532395661))"
245,Village Alliance,18937,Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,approvedLimited,sun,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,2021-04-19T00:00:00,246.731315323,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((985340.7189352214 205294.8532395661, 985479.4785002172 205498.8682514727))"
246,Village Alliance,18939,Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,approvedLimited,sun,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,2021-04-19T00:00:00,217.907367672,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((985479.4785002172 205498.8682514727, 985602.4769418836 205678.74321980774))"
247,Village Alliance,18946,Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,approvedLimited,sun,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,2021-04-19T00:00:00,248.324796918,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((985693.9531368911 205819.72062814236, 985830.0880352259 206027.40426789224))"
248,Jadis,19003,Manhattan,RIVINGTON STREET,ELDRIDGE STREET,FORSYTH STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,15:00,00:00,15:00,00:00,2021-04-21T00:00:00,260.932740114,12/31/2022 12:00:00 AM,,"MULTILINESTRING ((986604.2337966412 201969.4524100572, 986847.1335733086 201874.13403114676))"
249,Sonnyboy,19004,Manhattan,RIVINGTON STREET,ELDRIDGE STREET,ALLEN STREET,approvedFull,"thu,fri,sat,sun",,,,,,,18:00,22:45,18:00,23:45,10:00,23:45,10:00,22:45,2021-05-01T00:00:00,232.621306855,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((986847.1335733086 201874.13403114676, 987061.8739574701 201784.69556172192))"
250,Ray's Bar,19006,Manhattan,RIVINGTON STREET,CHRYSTIE STREET,BOWERY,approvedFull,"sat,sun",,,,,,,,,,,12:00,00:00,12:00,00:00,2021-04-02T00:00:00,146.863364305,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((986264.6836227179 202103.41539672017, 986401.4258033037 202049.83906030655))"
251,Planning and Urban Design Manager,19094,Manhattan,RIVINGTON STREET,ALLEN STREET,LUDLOW STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,2021-04-26T00:00:00,226.720458562,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((987267.3000558019 201707.14289531112, 987477.9561305493 201623.3205563873))"
252,Lower East Side Partnership,19097,Manhattan,LUDLOW STREET,STANTON STREET,RIVINGTON STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,2021-04-26T00:00:00,451.65781379,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((987477.9561305493 201623.3205563873, 987640.0522630513 202044.88861089945))"
253,Lower East Side Partnership,19103,Manhattan,STANTON STREET,ALLEN STREET,LUDLOW STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,2021-04-26T00:00:00,152.593690647,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((987289.265234977 202184.02219089866, 987431.0595708042 202127.63778921962))"
254,Lower East Side Partnership,19104,Manhattan,STANTON STREET,ALLEN STREET,LUDLOW STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,2021-04-26T00:00:00,224.778495247,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((987431.0595708042 202127.63778921962, 987640.0522630513 202044.88861089945))"
255,NYCDOE/ Washington Irving HS,19153,Manhattan,IRVING PLACE,EAST 16 STREET,EAST 17 STREET,approvedFull,"mon,tue,wed,thu,fri",07:00,14:30,07:00,14:30,07:00,14:30,07:00,14:30,07:00,14:30,,,,,2021-09-13T00:00:00,244.612872008,12/23/2021 12:00:00 AM,yes,"MULTILINESTRING ((987626.0755849779 207166.64083455503, 987745.0090741366 207380.39368788898))"
256,Flatiron 23rd Street Partnership,19162,Manhattan,BROADWAY,EAST 23rd STREET,EAST 21st STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,2021-04-09T00:00:00,270.181231059,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((987136.4210524708 208832.5564659834, 987190.0452890545 209097.3626948893))"
257,Flatiron 23rd Street Partnership,19164,Manhattan,WEST 22nd STREET,5th AVENUE,6TH AVENUE,approvedFull,"mon,tue,wed,thu,fri,sat,sun",16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,17:00,23:00,12:00,23:00,11:00,23:00,2021-04-09T00:00:00,1019.49965864,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((987001.2930418849 209202.43433514237, 986109.0487633944 209695.66825680435))"
258,Overthrow Hospitality/Derossi Global,19221,Manhattan,EAST 7th STREET,AVENUE A,1st AVENUE,approvedFull,"mon,tue,wed,thu,fri,sat,sun",16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,2021-04-12T00:00:00,696.966721588,04/12/2022 12:00:00 AM,,"MULTILINESTRING ((988202.4625555575 204136.32143589854, 988813.2421738803 203800.5970417261))"
259,Friends Seminary,19238,Manhattan,EAST 16th STREET,3rd AVENUE,RUTHERFORD PLACE,approvedFull,"mon,tue,wed,thu,fri,sat,sun",07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,<Null>,<Null>,<Null>,<Null>,2021-09-10T00:00:00,456.056813493,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((988070.576008305 206920.9326645583, 988469.7910891324 206700.4442603886))"
260,Friends Seminary,19245,Manhattan,RUTHERFORD PLACE,EAST 15th STREET,EAST 17th STREET,approvedFull,"mon,tue,wed,thu,fri",07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,,,,,2021-09-10T00:00:00,243.803447162,08/05/2022 12:00:00 AM,yes,"MULTILINESTRING ((988584.0881046355 206915.7958638072, 988469.7910891324 206700.4442603886))"
261,02M413 School of the Future (DOE),19254,Manhattan,GRAMERCY PARK EAST,EAST 20th STREET,EAST 21st STREET,approvedFull,"mon,tue,wed,thu,fri",08:50,15:30,08:50,15:30,08:50,15:30,08:50,15:30,08:50,15:30,,,,,2021-09-13T00:00:00,243.997926798,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((988299.1779133081 207909.88770765066, 988411.6583313942 208126.412865147))"
262,NYCDOT,19304,Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,approvedLimited,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,266.54842859,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((989940.0706288815 204316.32501289248, 990070.4246988893 204548.82421980798))"
263,Resident,19345,Manhattan,WEST 21 STREET,9th AVENUE,10th AVENUE,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-09T00:00:00,900.08504728,04/07/2023 12:00:00 AM,,"MULTILINESTRING ((983622.0504565537 210778.60605156422, 982834.473291561 211214.35288347304))"
264,Flatiron 23rd Street Partnership,19507,Manhattan,BROADWAY,WEST 25th STREET,WEST 28th STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-04-09T00:00:00,271.491751031,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((987294.6064316332 210264.64382489026, 987333.9797124714 210533.2653348893))"
265,Times Square Alliance,19591,Manhattan,WEST 46 STREET,8th AVENUE,9th AVENUE,approvedFull,"mon,tue,wed,thu,fri,sat,sun",17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,12:00,23:00,12:00,23:00,2021-05-05T00:00:00,899.323895347,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((987594.3725643903 216092.04424355924, 986809.1254472136 216530.4167263955))"
266,NYKTA ( NY KOREATOWN ASSOCIATION),19629,Manhattan,WEST 32nd STREET,BROADWAY,5TH AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,17:00,23:00,12:00,23:00,12:00,23:00,2021-04-02T00:00:00,850.480145524,04/03/2022 12:00:00 AM,,"MULTILINESTRING ((988268.4299433082 211487.73225797713, 987525.4881877154 211901.68156130612))"
267,NYKTA ( NY KOREATOWN ASSOCIATION),19631,Manhattan,WEST 32nd STREET,BROADWAY,5TH AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,17:00,23:00,12:00,23:00,12:00,23:00,2021-04-02T00:00:00,506.612843282,04/03/2022 12:00:00 AM,,"MULTILINESTRING ((988268.4299433082 211487.73225797713, 988711.5822722167 211242.22749964893))"
268,Times Square Alliance,19681,Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-05-11T00:00:00,269.526131025,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((988376.341472894 215951.5596163869, 988450.4440149665 216210.698861897))"
269,Times Square Alliance,19690,Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-05-11T00:00:00,261.28357776,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((988668.225731641 216687.0958749801, 988784.8298291415 216920.91758580506))"
270,Times Square Alliance,19706,Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-05-11T00:00:00,263.678540235,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((988899.4719883054 217154.97879748046, 989009.4127133042 217394.64400056005))"
